,LAnkle_c,LAnkle_x,LAnkle_y,LEar_c,LEar_x,LEar_y,LElbow_c,LElbow_x,LElbow_y,LEye_c,LEye_x,LEye_y,LHip_c,LHip_x,LHip_y,LKnee_c,LKnee_x,LKnee_y,LShoulder_c,LShoulder_x,LShoulder_y,LWrist_c,LWrist_x,LWrist_y,Neck_c,Neck_x,Neck_y,Nose_c,Nose_x,Nose_y,RAnkle_c,RAnkle_x,RAnkle_y,REar_c,REar_x,REar_y,RElbow_c,RElbow_x,RElbow_y,REye_c,REye_x,REye_y,RHip_c,RHip_x,RHip_y,RKnee_c,RKnee_x,RKnee_y,RShoulder_c,RShoulder_x,RShoulder_y,RWrist_c,RWrist_x,RWrist_y
1,0.615448,592.187,715.616,0.978577,603.846,368.861,0.8839,603.949,498.134,0.94428,588.185,366.794,0.697451,603.904,533.355,0.858552,619.585,574.496,0.853228,629.413,429.555,0.422098,584.32,454.994,0.94374,586.354,429.482,0.817139,578.479,372.716,0.704628,539.276,715.599,0.816533,557.011,374.698,0.875682,541.218,482.493,0.962711,570.628,366.904,0.725551,551.035,529.489,0.813319,519.702,582.331,0.854959,543.238,427.576,0.753613,598.059,445.19
1,0.634744,592.185,715.607,0.935277,599.934,368.913,0.757901,605.83,511.851,0.857883,582.389,370.759,0.689299,603.896,531.434,0.845829,619.513,574.524,0.825188,625.487,429.563,0.138572,574.548,478.519,0.891244,580.432,429.533,0.93451,572.598,382.601,0.702809,539.277,715.595,0.815588,554.811,380.537,0.819937,535.32,502.017,0.815901,562.804,374.717,0.754722,547.107,531.446,0.782113,519.647,580.421,0.873989,539.163,429.516,0.896749,590.221,460.935
1,0.608216,588.274,715.604,0.898171,572.657,382.595,0.616331,601.921,505.924,0.878079,557.004,396.249,0.624048,603.854,509.913,0.763054,611.736,588.313,0.830422,605.872,417.759,0.0857794,582.331,496.212,0.885571,556.959,419.766,0.845479,550.99,411.883,0.665839,539.284,715.595,0.675833,521.605,388.437,0.824799,521.587,513.821,0.926941,539.157,398.292,0.588649,539.215,519.668,0.817945,509.975,601.863,0.846019,509.914,425.634,0.792383,572.634,476.525
1,0.65496,590.186,715.609,0.981908,584.322,212.005,0.830275,588.341,355.16,0.833853,566.714,204.267,0.660052,596.043,454.995,0.797804,590.166,588.278,0.810578,607.837,276.732,0.251592,596.039,298.267,0.871026,558.926,276.804,0.873781,555.021,212.196,0.651954,541.173,715.598,0.848217,527.565,216.011,0.83143,521.567,347.235,0.90046,543.145,208.146,0.699361,527.531,456.942,0.790215,525.498,588.271,0.8057,513.791,276.763,0.828541,578.445,300.251
0,0.61178,590.223,715.595,0.907399,594.111,196.462,0.855002,603.829,331.593,0.85985,576.471,190.488,0.679346,601.899,441.274,0.746253,590.254,580.411,0.812266,619.578,263.051,0.228428,586.272,274.815,0.892283,572.573,263.063,0.880179,568.686,196.512,0.592126,541.239,715.596,0.875658,541.218,204.276,0.911544,525.609,319.822,0.934611,554.988,192.489,0.656731,537.27,439.327,0.777337,539.226,586.201,0.820369,525.491,261.115,0.756218,592.143,272.756
2,0.64322,590.259,715.606,0.965138,601.9,208.159,0.83085,601.93,353.245,0.851002,584.307,206.223,0.69196,603.943,451.079,0.775712,596.106,586.215,0.814601,627.402,272.823,0.221387,586.273,311.998,0.880698,576.508,272.851,0.838426,572.552,214.122,0.599935,541.265,715.603,0.841801,547.109,210.167,0.867035,527.52,337.545,0.843805,560.827,208.166,0.732462,539.335,447.196,0.782115,539.207,586.285,0.843604,529.458,272.859,0.79749,588.246,300.213
2,0.556333,588.316,715.624,0.818916,594.083,337.529,0.778994,621.524,445.274,0.66534,574.599,355.088,0.768545,603.889,492.178,0.852071,619.499,599.921,0.780473,627.407,368.888,0.72059,635.215,505.891,0.922692,572.652,368.741,0.754388,570.514,366.896,0.629332,541.15,715.601,0.351932,541.194,345.274,0.736558,531.429,457.0,0.679609,556.88,355.157,0.760913,541.184,490.261,0.736191,513.843,592.153,0.884656,523.597,366.891,0.663085,584.325,419.734
2,0.546405,590.243,715.63,0.953993,590.238,415.813,0.834957,605.865,537.213,0.874978,570.634,437.379,0.645947,603.893,539.317,0.7784,629.331,592.178,0.849886,621.557,447.106,0.475958,574.546,498.13,0.873822,572.659,445.288,0.856661,556.978,449.148,0.704783,539.292,715.614,0.194651,539.141,423.69,0.836518,531.426,539.231,0.838688,547.088,437.406,0.618469,541.238,541.204,0.808403,504.001,598.018,0.851534,525.475,447.128,0.61514,584.299,500.109
2,0.614089,590.218,715.619,0.956031,596.053,368.776,0.831456,604.004,503.991,0.860097,578.417,366.919,0.741284,603.988,527.513,0.862312,619.57,584.267,0.86153,619.62,417.817,0.370077,574.566,460.859,0.898302,574.526,419.757,0.861196,570.621,380.518,0.591329,541.196,715.615,0.833391,545.126,376.614,0.88999,537.283,492.27,0.907925,557.004,368.84,0.753371,545.13,529.467,0.860377,511.85,586.216,0.791962,529.497,421.743,0.80488,590.234,449.132
0,0.65135,596.036,715.608,0.947498,599.955,364.929,0.931092,603.925,492.263,0.862851,584.263,358.994,0.746664,603.931,529.442,0.867322,617.705,574.568,0.832047,621.536,421.713,0.248055,594.101,445.231,0.8653,582.327,421.75,0.91908,572.594,368.786,0.679339,539.303,715.601,0.887014,554.831,368.879,0.896815,539.335,480.452,0.851063,562.807,364.82,0.735457,547.103,529.509,0.832128,515.749,584.282,0.855074,539.281,421.692,0.78723,594.085,439.331
0,0.587986,592.148,715.62,0.961344,599.987,366.779,0.919237,603.966,492.317,0.860766,584.332,360.957,0.754612,603.946,531.436,0.868937,619.596,578.424,0.820344,621.609,425.609,0.309947,588.227,447.231,0.88252,584.278,425.611,0.879321,572.665,368.824,0.676697,541.173,715.604,0.907003,554.937,370.76,0.842346,541.263,482.477,0.867541,566.683,364.889,0.734423,549.05,533.376,0.858389,513.778,586.214,0.851991,539.341,423.689,0.736355,598.031,439.379
0,0.634582,592.188,715.607,1.00798,601.936,366.807,0.818758,605.841,496.223,0.910783,586.286,360.96,0.736278,603.968,531.415,0.862425,619.646,576.532,0.815095,621.594,423.681,0.357897,601.91,455.018,0.881064,584.331,423.683,0.871818,574.606,368.825,0.654433,541.184,715.604,0.929153,556.816,368.898,0.867482,541.207,482.438,0.903286,568.682,364.864,0.730245,549.061,531.456,0.845995,511.869,586.172,0.856631,541.198,421.689,0.777878,598.049,443.27
0,0.63046,592.166,715.614,1.01426,601.903,366.836,0.857551,603.959,496.176,0.905706,586.243,361.01,0.745009,603.921,529.498,0.859199,619.628,578.411,0.816842,621.622,425.598,0.340648,599.939,451.099,0.885669,584.318,425.574,0.875075,574.558,368.854,0.684072,539.327,715.601,0.922603,555.006,368.86,0.871989,541.222,482.445,0.898088,568.638,364.883,0.731266,549.052,533.347,0.842786,511.905,586.176,0.862315,541.172,421.714,0.751516,598.06,443.193
0,0.650905,594.084,715.613,0.99413,601.851,366.818,0.853999,603.961,496.195,0.89171,586.222,362.898,0.756278,603.971,529.452,0.867098,619.638,576.52,0.821488,621.572,423.703,0.301622,597.982,451.11,0.874775,584.266,423.703,0.86345,574.558,368.861,0.686055,539.319,715.597,0.939026,554.992,368.894,0.849856,541.277,484.386,0.896631,568.643,364.9,0.734305,549.067,531.407,0.852521,511.863,584.283,0.862373,539.329,423.639,0.770411,598.042,443.216
0,0.624337,592.176,715.614,0.993239,601.879,366.776,0.841752,603.945,496.229,0.892115,586.224,361.013,0.751907,603.957,527.544,0.86129,619.671,578.436,0.814065,623.531,421.747,0.35504,592.135,449.137,0.867943,584.309,421.739,0.870233,574.556,368.857,0.690693,539.318,715.601,0.934958,554.994,368.837,0.852388,541.251,484.433,0.892241,568.636,364.881,0.736198,547.135,529.467,0.835531,511.913,584.288,0.864039,539.327,419.796,0.737583,596.101,443.23
1,0.576297,588.281,715.628,0.906914,586.228,384.415,0.759858,605.933,509.854,0.920438,570.567,396.208,0.649767,601.95,525.501,0.81949,621.572,601.996,0.831213,617.665,425.585,0.118644,576.474,492.308,0.88353,568.656,425.592,0.888887,556.987,411.859,0.699966,541.172,715.607,0.678453,529.431,392.318,0.806996,525.582,517.698,0.889039,545.118,398.242,0.69453,539.205,525.611,0.87577,509.807,601.991,0.825675,521.592,427.555,0.77255,574.594,476.483
1,0.653807,590.233,715.605,0.921508,584.329,206.222,0.823117,594.087,351.186,0.822067,566.651,200.313,0.686756,594.096,447.173,0.799031,588.298,584.307,0.814371,607.824,272.841,0.149169,562.775,312.013,0.883879,560.856,272.831,0.887906,555.003,212.113,0.666801,541.186,703.836,0.835869,529.519,212.1,0.863199,517.741,337.512,0.869573,541.329,206.178,0.684436,531.432,445.245,0.742811,527.549,584.336,0.820709,515.777,272.804,0.828239,580.387,294.37
0,0.686182,590.255,715.601,0.871747,590.275,200.367,0.866589,599.993,339.471,0.909019,574.522,194.458,0.678325,599.957,445.185,0.803784,590.158,584.276,0.83671,617.525,272.837,0.267851,584.286,290.511,0.899533,570.616,270.883,0.809969,568.585,204.264,0.650149,541.178,715.592,0.905239,541.193,208.183,0.882542,525.559,325.723,0.978682,554.948,196.327,0.673887,535.325,441.305,0.757317,537.268,586.186,0.81614,523.629,266.91,0.848044,588.183,284.599
2,0.489774,588.284,715.629,0.99642,601.864,257.116,0.71517,613.72,400.152,0.868035,584.257,257.049,0.707471,601.947,470.661,0.776928,603.895,596.102,0.813069,621.589,319.775,0.0,0.0,0.0,0.900761,572.677,319.777,0.850136,572.508,266.963,0.602353,541.264,715.608,0.869743,545.109,259.091,0.763649,531.416,396.191,0.872959,558.914,257.139,0.686261,537.258,466.813,0.772637,525.467,592.133,0.855743,527.502,319.777,0.808132,588.222,353.218
2,0.612677,588.307,715.622,0.875493,592.171,378.618,0.761025,603.916,521.538,0.881327,574.565,384.597,0.616939,605.874,529.472,0.749689,623.55,594.094,0.812384,621.534,427.587,0.191478,560.812,490.258,0.909253,572.582,429.528,0.904271,570.495,400.223,0.68022,539.287,715.611,0.82158,539.276,384.564,0.862718,527.526,521.589,0.91145,554.964,390.378,0.676205,541.239,533.369,0.836052,502.049,601.881,0.854904,525.482,431.483,0.82276,580.387,476.643
2,0.565612,590.171,715.626,0.928946,588.247,362.907,0.866536,603.876,498.102,0.918685,572.487,355.177,0.720509,605.83,535.314,0.851301,619.622,582.338,0.868864,619.534,415.93,0.316921,586.336,447.232,0.917285,572.659,417.841,0.883226,562.79,368.762,0.6386,541.15,715.614,0.865017,541.233,368.75,0.829277,533.394,492.131,0.912353,554.865,361.014,0.741852,545.188,539.24,0.851747,509.801,588.178,0.827729,527.54,419.8,0.835306,588.223,445.135
0,0.599775,590.249,715.617,0.97538,603.821,364.869,0.907181,605.905,494.181,0.915485,588.156,357.045,0.739761,605.887,531.415,0.850752,621.549,580.395,0.810561,627.437,421.682,0.334717,601.877,447.206,0.899495,586.261,421.694,0.861951,578.451,368.727,0.653995,541.153,715.605,0.926978,556.894,368.822,0.845732,541.276,484.376,0.898522,570.546,361.011,0.748193,552.954,533.416,0.83967,511.908,584.354,0.86996,541.218,419.742,0.77515,599.95,441.285
0,0.547795,590.249,715.627,0.990798,603.83,364.921,0.816882,605.871,500.077,0.909867,588.17,359.007,0.736596,605.888,531.417,0.848849,621.567,582.35,0.819047,629.351,419.796,0.351042,603.89,455.038,0.905252,586.284,421.686,0.868891,580.371,368.781,0.683258,541.178,715.611,0.933278,556.931,368.812,0.848573,541.32,486.354,0.922288,570.585,362.956,0.755566,552.919,533.352,0.86298,511.894,586.225,0.874159,541.257,419.734,0.84734,599.952,445.137
1,0.564149,590.186,715.624,0.916688,594.129,396.259,0.754875,615.683,523.648,0.82212,574.584,407.969,0.654939,605.868,541.227,0.799852,625.456,586.246,0.814863,623.511,437.363,0.1562,568.631,507.957,0.862464,574.595,437.423,0.832619,568.628,421.69,0.664809,541.214,715.617,0.483065,541.128,402.124,0.858721,529.434,525.616,0.965429,554.943,411.938,0.713845,545.152,545.151,0.832333,509.881,588.202,0.847718,527.552,439.375,0.81226,586.293,490.217
1,0.462381,588.308,715.635,0.95009,586.281,319.723,0.696505,605.877,451.065,0.853154,564.714,323.717,0.679659,605.946,484.41,0.834918,617.665,601.933,0.833433,617.615,366.773,0.319504,549.04,460.855,0.880418,568.663,366.75,0.94819,554.978,337.506,0.498839,541.286,715.631,0.3162,525.611,323.794,0.806994,529.432,456.952,0.902959,541.231,327.693,0.7304,545.107,488.279,0.790076,521.636,601.976,0.874762,523.523,366.857,0.89224,586.22,411.854
1,0.642422,592.151,715.607,0.931458,598.054,210.077,0.803376,607.825,357.071,0.829054,576.466,202.331,0.698695,605.846,451.077,0.780638,599.93,584.339,0.819923,621.594,274.742,0.192961,598.031,304.144,0.887416,574.572,272.891,0.879488,570.491,212.189,0.606804,541.239,715.6,0.808694,543.169,212.144,0.821079,531.443,347.241,0.920509,556.82,208.106,0.738115,541.239,447.141,0.782136,539.264,584.301,0.842494,529.457,272.812,0.827645,592.129,304.089
0,0.615918,590.246,715.599,1.00166,602.02,196.439,0.867775,607.843,339.417,0.899839,586.176,192.471,0.688603,603.985,445.177,0.750053,598.026,576.472,0.808879,633.222,268.847,0.349075,594.131,288.459,0.880412,586.21,264.979,0.85043,572.574,200.354,0.634899,541.247,715.595,0.789886,552.974,202.279,0.851157,533.392,323.737,0.889453,560.861,194.411,0.704158,541.207,441.29,0.805429,541.191,578.436,0.857215,539.255,259.215,0.7413,599.952,282.603
0,0.635462,590.235,715.604,0.936785,599.953,196.474,0.870899,603.976,339.464,0.928979,572.675,194.479,0.697662,603.916,445.17,0.730789,597.98,578.411,0.782416,627.39,268.866,0.214006,588.244,292.407,0.846443,580.422,268.85,0.838392,566.698,208.177,0.637052,541.263,715.597,0.367748,543.242,208.145,0.8218,529.464,329.627,0.94681,554.952,196.497,0.69895,541.165,441.292,0.786293,539.335,578.451,0.794125,535.338,266.926,0.804542,594.138,286.537
2,0.566118,590.185,715.62,0.884627,574.572,319.84,0.711591,605.915,419.73,0.762394,556.823,341.43,0.696139,605.859,476.501,0.80258,617.6,598.023,0.816599,617.653,345.283,0.254001,562.749,402.119,0.855344,566.708,347.213,0.745743,549.046,353.211,0.644578,541.206,715.606,0.104529,521.643,335.436,0.689875,527.518,437.381,0.688177,539.163,347.261,0.713571,543.185,476.495,0.799703,523.616,590.214,0.787986,515.744,349.168,0.640986,543.193,384.443
2,0.520764,590.202,715.633,0.918997,586.174,398.123,0.839809,602.001,523.617,0.824764,562.781,409.926,0.589059,605.848,531.441,0.819232,629.339,602.029,0.853583,617.628,431.579,0.165661,556.936,502.051,0.85643,566.71,431.598,0.863814,554.821,423.707,0.668137,541.171,715.615,0.39512,523.658,402.193,0.85934,525.556,529.437,0.976365,539.246,413.802,0.622374,539.327,537.283,0.860047,505.931,601.991,0.843669,517.701,433.549,0.75239,576.492,492.159
2,0.575198,590.189,715.626,0.986503,586.372,364.921,0.859185,601.896,505.921,0.885399,570.588,361.007,0.729804,601.978,535.329,0.850548,617.62,586.216,0.85764,617.657,417.824,0.134755,570.6,472.614,0.909799,572.473,419.74,0.852491,558.849,368.923,0.670589,539.296,715.612,0.862384,539.191,368.817,0.89116,525.606,494.243,0.855081,551.035,364.893,0.812882,541.168,537.293,0.839967,507.987,588.299,0.848187,525.516,421.688,0.90329,584.304,449.213
0,0.483027,590.198,715.632,0.957522,599.953,355.086,0.882332,603.886,490.22,0.894715,582.396,351.168,0.746263,604.008,533.369,0.893578,619.578,584.353,0.832009,621.563,417.815,0.326824,584.342,441.336,0.875045,582.327,417.799,0.855149,572.56,360.964,0.647949,541.185,715.613,0.842621,554.823,364.918,0.841282,535.339,476.644,0.881975,560.842,353.143,0.722659,543.254,533.41,0.875449,509.934,588.234,0.887887,539.263,415.839,0.776438,588.316,433.517
0,0.524838,590.178,715.632,0.949389,601.996,359.053,0.853296,605.914,488.282,0.960662,586.31,351.262,0.742199,605.915,533.396,0.899958,619.558,586.229,0.824611,625.478,417.845,0.431959,584.336,443.259,0.928993,586.212,417.821,0.840626,574.61,362.895,0.647304,539.305,715.61,0.894378,556.82,366.817,0.895126,539.32,476.482,0.932937,568.68,353.178,0.723648,549.06,535.314,0.874851,509.98,586.345,0.896816,541.223,415.819,0.619592,594.146,437.388
0,0.498713,590.18,715.633,0.959259,602.016,361.01,0.931684,605.913,492.148,0.967727,586.317,353.124,0.754566,605.839,535.296,0.887465,619.617,584.31,0.832337,629.344,417.875,0.326284,596.074,443.218,0.924554,586.277,419.725,0.872117,576.463,364.879,0.638898,539.319,715.611,0.868763,556.877,366.875,0.892997,541.172,478.466,0.923024,570.486,355.084,0.735315,549.044,535.328,0.863039,511.809,588.198,0.851956,541.312,415.931,0.774871,599.962,433.52
0,0.50172,590.183,715.63,0.959876,601.985,359.026,0.94642,605.882,492.222,0.955807,586.316,353.123,0.752585,605.905,533.394,0.888236,619.665,586.241,0.842906,629.368,417.853,0.26094,594.096,445.254,0.923728,586.286,419.733,0.863542,576.493,364.903,0.650189,539.3,715.61,0.899181,556.873,366.921,0.901387,541.192,478.545,0.911075,570.49,355.127,0.740149,550.999,533.405,0.864528,511.839,586.35,0.83489,541.316,417.82,0.835293,599.96,437.37
0,0.539234,590.183,715.633,0.957811,601.991,362.903,0.937667,605.864,492.314,0.93286,586.302,353.228,0.742782,605.871,533.348,0.900136,619.652,586.213,0.828496,629.362,417.859,0.293843,599.99,447.171,0.918155,586.278,419.742,0.866277,576.494,366.821,0.644548,541.169,715.611,0.893766,556.858,368.746,0.867245,541.224,478.643,0.874385,568.678,357.087,0.728619,550.996,533.402,0.86691,511.837,586.297,0.85363,541.287,417.834,0.803277,599.929,437.401
1,0.530949,590.182,715.629,0.929838,601.874,360.989,0.860634,605.897,496.198,0.88382,586.181,355.175,0.756793,604.0,533.378,0.898576,619.652,586.174,0.830943,625.454,417.834,0.420106,603.863,453.082,0.885442,586.168,419.749,0.895209,574.502,368.743,0.66445,541.219,715.617,0.848733,554.917,366.907,0.850658,541.19,482.414,0.824761,566.681,361.015,0.740276,549.03,535.311,0.855461,511.877,588.217,0.85183,541.169,417.847,0.721645,596.049,443.182
1,0.521566,590.215,715.634,0.973013,588.316,384.547,0.859504,604.015,525.508,0.92097,570.65,396.27,0.682351,605.833,539.213,0.752582,629.378,599.943,0.868778,619.679,431.581,0.334531,570.576,484.387,0.943984,572.599,433.435,0.867579,558.902,411.896,0.650873,541.174,715.615,0.37631,539.134,394.248,0.890726,527.476,521.639,0.871086,549.082,398.287,0.784875,543.159,541.224,0.838432,507.878,599.944,0.850807,525.558,433.513,0.790166,584.256,478.6
1,0.562126,590.218,715.612,0.939485,586.201,255.111,0.692897,611.721,396.232,0.812264,566.637,253.218,0.708832,603.946,464.795,0.754347,605.887,590.207,0.816129,617.667,310.064,0.325138,556.861,359.019,0.881572,570.581,312.033,0.831867,556.811,261.141,0.618947,541.222,715.593,0.795338,529.519,261.058,0.829811,525.554,390.383,0.889406,543.163,257.092,0.763668,541.156,462.863,0.781353,525.6,586.344,0.835998,523.571,315.911,0.778831,578.444,353.144
0,0.64647,592.128,715.602,0.972969,600.002,196.379,0.86813,604.021,341.41,0.837991,582.373,190.563,0.71836,601.977,445.22,0.7255,594.137,578.422,0.779718,623.53,266.913,0.25859,576.481,294.38,0.838435,576.503,266.904,0.847524,572.479,198.414,0.617179,541.231,715.599,0.817374,547.072,204.214,0.888931,525.663,331.562,0.902717,558.857,194.376,0.736109,539.281,443.255,0.771429,539.273,582.366,0.788579,529.463,263.023,0.818509,590.234,286.508
0,0.663804,592.138,715.602,0.980707,601.853,196.422,0.868101,604.001,339.492,0.872543,584.259,192.503,0.71247,601.916,443.273,0.73948,592.204,580.375,0.796669,623.523,270.815,0.290199,576.484,292.416,0.84131,578.453,268.849,0.837297,572.53,202.281,0.598995,541.225,715.595,0.796412,549.084,204.272,0.882031,527.498,325.695,0.902601,558.904,194.486,0.715904,539.247,439.373,0.76082,539.255,580.42,0.779866,531.434,261.144,0.748634,596.063,282.62
0,0.668128,590.243,715.608,0.964556,599.989,196.477,0.882777,603.942,341.402,0.873841,582.348,194.395,0.707726,601.909,443.281,0.743616,592.193,582.379,0.79775,621.587,268.865,0.28105,582.372,292.397,0.841588,576.49,266.965,0.84314,570.676,204.277,0.609619,541.227,715.601,0.818591,545.187,206.199,0.888017,527.472,327.665,0.930405,557.013,196.334,0.715879,539.268,441.295,0.755279,539.228,584.287,0.775918,529.51,264.96,0.770244,594.099,284.581
2,0.61506,590.229,715.607,0.936539,599.937,210.016,0.857367,603.939,353.234,0.827876,578.472,208.133,0.709108,603.833,449.167,0.789218,597.978,586.247,0.820975,621.562,276.697,0.0,0.0,0.0,0.89697,574.548,274.859,0.850872,570.629,216.053,0.610681,541.217,715.597,0.846375,543.237,212.186,0.847589,527.576,341.406,0.93371,556.958,210.094,0.722016,539.288,447.151,0.745247,537.295,584.288,0.848126,529.431,274.744,0.802412,588.268,302.213
2,0.537871,588.276,715.621,0.908472,598.024,270.891,0.710497,613.669,400.236,0.832419,576.459,278.704,0.720513,601.984,472.633,0.766061,609.765,599.919,0.80316,623.529,323.784,0.233699,554.98,372.772,0.894844,572.659,323.793,0.869322,570.519,292.435,0.612022,541.216,715.603,0.677811,541.148,274.753,0.785538,529.444,408.016,0.887607,554.99,282.612,0.718865,537.304,470.693,0.779482,523.559,594.125,0.862787,525.533,323.791,0.805269,586.215,366.881
2,0.466752,588.31,715.637,0.914295,592.159,351.101,0.710049,615.644,476.562,0.888364,572.681,355.087,0.679539,611.715,513.814,0.829762,623.524,600.014,0.838475,619.686,398.261,0.256723,547.133,476.554,0.921266,572.573,400.135,0.877059,568.655,368.858,0.648658,541.205,715.612,0.762965,539.224,357.031,0.844896,527.574,492.212,0.875377,554.937,360.957,0.756879,541.31,513.828,0.884748,507.976,603.856,0.859286,525.5,400.234,0.877523,588.181,447.186
2,0.526788,590.185,715.63,0.987385,588.148,382.549,0.838395,603.943,521.661,0.907789,570.574,386.454,0.691343,601.992,539.22,0.78675,623.538,588.27,0.890139,617.626,429.628,0.531317,556.826,478.494,0.93604,570.507,431.535,0.868307,558.839,400.181,0.667212,541.207,715.619,0.759821,535.367,388.382,0.898662,525.607,519.662,0.806993,549.076,392.308,0.808532,541.184,541.279,0.834706,507.885,599.98,0.858347,523.516,433.481,0.745376,578.415,478.509
